ID, NAME, DEX ENTRY, HEIGHT, WEIGHT, DEX NUMBER, CATEGORY, COUNT, Creature in RuneScape
392, Salamander_Augmented_Form, As a strike against the gods### a black lizard became augmented by the inventions of mankind. Now stronger than ever### it strikes back., 1.4, 25.4, 272, Augmented, 9, Augmented salamander
393, Gecko, As they have no eyelids they lick their eyes to make sure they don't dry up., 2.5, 40.8, 273, Gecko, 5, Gecko
394, Chameleon, Capable of looking in any direction### shooting its tongue like an arrow### and colour-changing skin. This lizard has everything., 4.9, 59.0, 274, Colour, 6, Chameleon
395, Bloodveld, One of the lower forms of Chthonian demons. They hunger for blood their entire lives., 15.8, 816.5, 275, Bloodveld, 9, Bloodveld
396, Bloodveld_Insatiable_Physical_Form, Often used as pets for Vampyres### these monsters will salivate upon even small whiffs of blood., 16.8, 916.3, 276*, Insatiable, 10, Insatiable bloodveld
397, Bloodveld_Insatiable_Special_Form, Their love of blood is so strong that they have adapted to have even longer tongues to be able to attack from further away., 16.8, 916.3, 276*, Mutated, 7, Mutated bloodveld (Green)
398, Bloodveld_Mutated_Physical_Form, A bloodveld experimented upon to truly understand hemomancy. The experiments failed., 16.8, 916.3, 277*, Hairy, 5, Mutated bloodveld (hairy)
399, Bloodveld_Mutated_Special_Form, These mutated bloodvelds are superior to their regular variants. Adventurers are warned to stay clear of their tongues., 16.8, 916.3, 277*, Unsated, 7, Mutated insatiable bloodveld
400, Reaver, A faction of Virii pledged to defend and fight for Nex### champion of Zaros., 0, 0, , Virii, 5, 
401, Armaling, Hatched from a pink egg. These birds seek to uphold law., 1.5, 13.6, 278, Small Gale, 10, Armadyling
402, Armabird, Flying swiftly through the sky### these birds will fly to kingdoms that uphold the law., 3.6, 37.2, 279, YoungFalcon, 11, Armadyl bird
403, Armafalcon, Hailing from the homeworld of the aviansies### they possess wings able to carry them anywhere., 6.3, 79.4, 280, Law Falcon, 10, Armadyl falcon
404, Ungodling, Hatched from a regular egg### this bird needs a god to align with., 1.5, 14.5, 281, Small Might, 11, Godlessling
405, Ungodbird, Knowing that following a god is a folly### they want to prove to everyone that gods are of no use to them., 3.6, 38.6, 282, YoungPigeon, 11, Godless bird
406, Ungodgeon, Fighting with no aid from the gods### the godless assume they are the true believers of Guthix., 6.3, 74.8, 283, Mortal, 6, Godless pigeon
407, Tumekling, Born of an orange egg### this bird holds a small orb in honor of Tumeken., 1.5, 11.3, 284, Small Feet , 11, Tumekling
408, Tumekbird, Balancing atop its orb### it will stand still even during the biggest of desert storms., 3.6, 31.8, 285, Young Ibis, 10, Tumeken bird
409, Tumekibis, Balancing the orb along its tail feathers### it is said to only drop it if it has no strength left to fight., 6.3, 72.6, 286, Desert Ibis, 11, Tumeken ibis
410, Kerrit, As they refuse to help you see in the dark### their only use is as a makeshift weapon., 1.9, 45.4, 287, Kerrit, 6, Kerrit
411, Snuffle, Running great lengths at surprisingly fast paces### only seasoned hunters seem able to catch them., 13.8, 176.9, 288, Snuffle, 7, Snuffle
412, Popoca, Expelling fire from their husks### they seem to smell like bonfires. It's hard to let them out in the wild as they start forest fires., 14.0, 294.8, 289, Popoca, 6, Popoca
413, Choloa, A very skittish creature that when agitated### will simply roll away. Sometimes it rolls down hills and gets mad it has to walk up the hill again., 11.7, 254.0, 290, Choloa, 6, Choloa
414, Durzag, A airut commander under the god of Tuska. They seek nothing but destruction., 22.4, 1723.7, 291, Durzag, 6, Durzag
415, Yakamaru, A spirit guardian who fell victim to airut shamans. It now summons jellyfish to fight for it., 26.3, 18057.5, 292, WaterSpirit, 11, Yakamaru
416, Chompy, A fat bird that has trouble flying. Ogres hunt them for food., 4.9, 104.3, 294, Ogre Meal, 9, Chompy
417, Jubbly, A bird so fat that it could feed an Ogre for an entire week. The trick to catching them is a secret., 17.3, 798.3, 295, Ogre Feast, 10, Jubbly
418, Jubster, Created by the homunculus### their reserves of meat and fat are so large### that it could feed a family of 3 on lobster for a week., 17.3, 798.3, 299, True Feast, 10, Jubly x Lobster
419, Terrorbird_Normal_Form, Trained as mounts by the gnomes### these birds have no quarrel with fighting any who challenge them., 15.2, 644.1, 296, Gnome Bird, 10, Terrorbird_Normal_Form
420, Terrorbird_Warped_Form, Failed attempts to make the terrorbird smarter warped it to become like this. It is a failure., 15.2, 644.1, 297, Aposandrian, 11, Warped terrorbird
421, Terrorbird_Spirit_Form, A terrorbird from the spirit realm. They can carry a great load of baggage on their backs., 15.2, 644.1, 298, PackageBird, 11, Spirit terrorbird
422, Wolf_Juvenile_Form, A young wolf who prefers to stay inside caves. Their favourite treat is cave mice., 5.8, 59.0, 300, Juvenile, 8, Juvenile Wolf
423, Wolf_Normal_Form, They form packs and hunt together in a flock. This way### survival becomes easier for the pack as they collaborate., 11.6, 612.3, 301*, Wold, 4, Wolf
424, Wolf_Fenris_Form, These wolves are fearsome predators### renowned for their fur. They are said to serve a powerful wolf who wishes to eat the sun., 11.6, 612.3, 301*, Fenris , 7, Fenris Wolf
425, Wolf_White_Form, A vicious wolf adapted to the harsh landscape of White Wolf Mountain. They have slain many inexperienced adventurers., 11.6, 612.3, 301*, White Wolf, 10, White Wolf
426, Rover, A totally real red dragon### and not just a wolf wearing a mask. Honest. , 0, 0, , Wolf, 4, 
427, Wolf_Dire_Form, A big and dangerous wolf from Arandar gates. They sometimes come down to Isafdar to hunt the unknowing., 12.5, 698.5, 302, Dire Wolf, 9, Dire Wolf
428, Wolf_Jungle_Form, A rare wolf native to the Kharazi jungles. They have been hunted so much that it is said there are only a handful left in existence., 0, 0, , Wolf, 4, 
429, Wolf_Skoll_Form, A big wolf said in the Fremennik Tales to be capable of even swallowing the sun., 14.7, 1079.6, 303, Sun Eating, 10, Wolf_Skoll_Form
430, Wolf_Desert_Form, Found throughout the Kharidian Desert### this wolf's fur has adapted so that it does not overheat in the blazing desert heat., 0, 0, , Wolf, 4, 
431, Wolf_Hati_Hati, A big wolf said in the Fremennik Tales to be the harbinger of Ragnarok### the events that end the world., 14.7, 1079.6, 304, WorldEnding, 11, Wolf_Hati_Hati
432, Wolf_Spirit_Form, A wolf from the spirit world. Its howl can scare and repel any enemy### making it a good companion for new adventurers., 13.0, 680.4, 307, Howling, 7, Spirit Wolf
433, Fox, A crafty and shrewd vulpine. Known for sneaking into chicken pens to steal food., 4.6, 77.1, 305, Sly Fox, 7, Fox
434, Inari, A fox that has lived so long it grew additional tails. Each tail gave it more power., 5.3, 95.3, 306, Many Tailed, 11, Inari
435, Helwyr, Sorcerer of the Cywir clan### it fights in the name of Seren with the power of the spirit realm., 14.8, 807.4, 308, Spiritual, 9, Helwyr
436, Bird_Nest, A delight for people who chop down trees. These nests often have small eggs in them., 0.6, 4.5, 309, Unhatched, 9, Birds Nest
437, Birds_Nest_God_Form, The nest holds a egg which will one day hatch into a bird., 0, 0, , Undecided, 9, 
438, Pigeon, Mostly harmless birds that enjoy looking down on people from coathangers in a scornful way., 3.0, 20.4, 310, Pigeon, 6, Pigeon
439, Pheasant, Often seen with the Freaky Forester. These birds serve no purpose except being food., 4.2, 38.6, 311, Pheasant, 8, Pheasant
440, Rocling, Its wings are not ready to fly### yet it hunts for goutweed all day., 3.0, 21.8, 312, SmallBirdie, 11, Baby roc
441, Roc, Known by a local farmer as 'big bird'. It has large wings capable of knocking farmers over., 6.7, 122.5, 313, Big Birdie, 10, Roc
442, Foal, A young unicorn pure of will and naive to the dangers of the world., 12.3, 181.4, 314, Foal, 4, Unicorn foal
443, Unicorn_White_Form, With a pure mind### the unicorn is said to grant blessings. They enjoy the company of virgins and pure souls., 19.7, 1701.0, 315, Unicorn, 7, Unicorn
444, Unicorn_Stallion_Form, A stallion from the spirit realm. With great healing powers### they help their allies in battles., 20.3, 1914.2, 316, Stallion, 8, Unicorn stallion
445, Unicorn_Black_Form, A unicorn corrupted by the dark will of man. It laughs at adventurers' misfortunes., 19.7, 1701.0, , Unpure, 6, Black unicorn
446, Unicorn_Angry_Form, In Tolna's rift### these unicorns are the incarnation of anger### stabbing anything they see., 19.7, 1701.0, , Angered, 7, Angry unicorn
447, Unicorn_Reanimated_Form, Losing its holy and serene aura### these unicorns exist for no reason but to die again., 19.7, 1701.0, , Fallen, 6, Reanimated unicorn
448, Starlight, The bodyguard of Commander Zilyana### she is often annoyed that her employer is nicknamed 'Saradomin'., 21.1, 1973.1, , Starlight, 9, Starlight
449, Pawya, Native to Isafdar### these small critters love the taste of papaya### which are in short supply in the elven lands., 4.5, 49.9, 317, Papaya, 6, Pawya
450, Grenwall, Hunters to the core. They prey on Pawya. If threatened### they will curl up into a defensive mode. Their spikes are used for potions., 4.1, 45.4, 318, Grenwall, 8, Grenwall
451, Bear_Cub, A young bear with much to learn. Easily tricked by honey. Tends to repay favours with an oblivious slap., 11.6, 231.3, 319, Cub, 3, Bear cub
452, Bear_Normal_Form, A large monster of the ursa family. They will eat large amounts of food before hibernating in the winter., 17.4, 1755.4, 320, Bear , 5, Bear_Normal_Form
453, Bear_Reanimated_Form, A bear reanimated through the power of the death altar. Killing them helps train prayer., 17.4, 1755.4, , Dead bear, 9, Reanimated bear
454, Bear_Gauntlet_Crystalline_Form, An uncorrupted bear from the Gauntlet. Shining in pure crystalline light., 17.4, 1755.4, , Crystalbear, 11, Crystalline bear
455, Callisto, It can charge thundering blows that might stun anyone nearby. So it is best to avoid it., 29.5, 4513.2, , Ursa minor, 10, Callisto
456, Polar_Bear_Normal_Form, A bear native to Archeron. They held penguins as slaves and are the sworn enemies of the seals., 17.4, 1755.4, 322, Pbj, 3, Polar bear
457, Polar_Bear_PBJ_Agent_Form, Highly trained in the art of disguises### these agents are the vanguard against the K.G.P., 18.0, 1900.2, , PBJ, 3, PBJ agent
458, Polar_Bear_Arctic_Form, A very curious bear from the spirit realm. They will seemingly entertain any audience in an informative way., 17.4, 1755.4, 323, Arctic, 6, Arctic Bear
459, Polar_Bear_Nanuq_Form, When danger approaches the kingdom of Misthalin### Nanuq will stand vigilant near a kiln to warn them., 17.4, 1755.4, , Firemaking, 10, Nanuq
460, Bear_Grizzly_Form, A bear### larger and stronger than a black bear. They spend most of their time in solitude., 19.7, 2948.4, , Grizzly, 7, Grizzly bear
461, Kendall, A god of the mountain. A cannibal posed as the Kendall once and ate whoever came close to his domain., 18.4, 2118.3, 321, Cannibal, 8, Kendall
462, Bear_Gauntlet_Corrupted_Form, A corrupted bear from the gauntlet. Its once crystalline body has become dirty with corruption., 17.4, 1755.4, , Corruptbear, 11, Corrupted bear
463, Bear_Angry_Form, Anger does not even begin to explain what this bear is capable of. A pure representation of Tolna's anger., 17.4, 1755.4, , Unmanaged, 9, Angry bear
464, Graahk_Normal_Form, A big horned monster from the Karamja jungles. Their horns are so solid### they will leave a dent on even steel., 16.3, 1632.9, 324, Horned , 7, Horned Graahk
465, Graahk_Spirit_Form, A graahk from the spirit realm. They are not as easily teased as their Gielinorian counterpart., 16.3, 1632.9, 325, SpiritHorns, 11, Spirit Graahk
466, Dust_Devil, A devil that makes a sound so dastardly any dog will bark at it in fear. It cleans up its domain however., 16.7, 834.6, 326, Dust , 5, Dust devil
467, SmokeDevil, Expelling great amounts of smoke### it is hard to know if it does so to defend itself### or annoy its opponents., 17.3, 898.1, 327, Smoke, 5, Smoke devil
468, SmokeDevil_Nuclear_Form, A monster said to be so unstable it could blow up at any moment. Yet it keeps on living as if nothing is a threat., 18.0, 1025.1, 328, Nuclear, 7, Nuclear devil
469, ChokeDevil, A monster who will make even a grown man choke on his own breath. Any who challenge it should wear a facemask., 18.0, 1047.8, 329, Choke , 6, Choke devil
470, SmokeDevil_Thermonuclear_Form, Said to be a danger to itself and any around it. It will refuse to do anything but harm those it loves., 23.5, 1256.5, 330, Themnuclear, 11, Thermonuclear devil
471, Hatchling, A newly hatched dragon. When they eat### they sometimes burn their food and become grumpy., 4.9, 63.5, 331, SmallDragon, 11, Dragon hatchling
472, Dragonling_Green_Form, A small dragon. Dragons were originally made by the dragonkin to relieve them of their curse., 7.6, 158.8, 332, Green , 6, Baby Dragon (green)
473, Dragon_Green_Form, Sporting incredibly thick hide### dragons are killed for their bones and hide which sells for a good price., 21.2, 2549.2, 333, GreenDragon, 11, Dragon (green)
474, Dragon_Brutal_Green_Form, Scarred from battle### these dragons are battle hardened and stronger than the regular kind., 23.4, 2630.8, 334, BrutalGreen, 11, Brutal (green) dragon
475, Dragonling_Blue_Form, Small and cute### they have yet to breathe fire. They are still killed anyway., 7.6, 172.4, 335, Blue, 4, Baby dragon (blue)
476, Dragon_Blue_Form, A weaker dragon that can still pack a punch. Adventurers choose to kill them for trade., 21.2, 2662.6, 336, Blue Dragon, 11, Dragon (blue)
477, Dragon_Brutal_Blue_Form, A dragon that should never be underestimated. Aside from being coloured blue### they are distinguished by spiky horns., 23.4, 2721.6, 337, Brutal Blue, 11, Brutal (blue) dragon
478, Dragonling_Red_Form, A young creature secluded to the Brimhaven Dungeon. They make friends with dogs., 7.6, 195.0, 338, Red, 3, Baby Dragon (red)
479, Dragon_Red_Form, A strong creature hidden away in inconvenient locations. They are not valued as high as their cousins., 21.2, 2726.09, 339, Red Dragon, 10, Dragon (red)
480, Dragon_Brutal_Red_Form, A dragon that should never be underestimated. Aside from being coloured red### they are distinguished by a pointy horn., 23.4, 2780.5, 340, Brutal Red, 10, Brutal (red) dragon
481, Dragonling_Black_Form, The elite of all baby dragon forms. They tend to stick close to their parents., 7.6, 235.9, 341, Black, 5, Baby Dragon (black)
482, Dragon_Black_Form, All hail the feared black dragon. They were once believed to be the strongest monsters of all., 21.2, 2794.1, 342, BlackDragon, 11, Dragon (black)
483, Dragon_Brutal_Black_Form, A dragon that should never be underestimated. Aside from being coloured black### they are distinguished by curvy horns., 23.4, 2889.4, 343, BrutalBlack, 11, Brutal (black) dragon
484, Dragon_ThreeHeaded_Form, A monster that should no longer exist. Finding one is a statistical anomaly., 22.7, 3002.8, 344, Tutorial, 8, 3 headed (green) dragon
485, Elvarg, Slayer of Crandor Island. Elvarg is a threat to be reckoned with for any unprepared adventurer., 26.3, 3057.2, 345, CrandorsEnd, 11, Elvarg (green)
486, Dragon_King_Black_Form, A 3-headed black dragon made by Phalaks. Its real name is Shakorexis., 54.5, 12188.0, 346, King Dragon, 11, King Black Dragon
487, Dragon_Queen_Black_Form, The first dragon ever created### laid to slumber as it serves no use anymore. Grotworms have since infested it., 102.8, 15648.9, 347, First Drake, 11, Queen Black Dragon
488, Hand_Creeping_Form, A really small hand. So small### it would come in handy at any kind of on-hand situation. They hate puns., 6.2, 127.0, 348, Finger , 7, Creeping hand
489, Hand_Crawling_Form, A hand from Viggora's Folly### a tower that fell into the ground due to unstable foundations. They love rings and gloves., 7.9, 133.8, 349, Hand, 4, Crawling hand
490, Hand_Skeletal_Form, A crawling hand without any skin left. Some theorize there could be skeletal feet out there., 8.2, 140.6, 350, Hunderus, 8, Skeletal hand
491, Hand_Crushing_Form, A hand so big it will crush anything it can. Despite lacking a body### it really packs a punch., 8.6, 149.7, 351, Palm, 4, Crushing hand
492, Hand_Zombie_Form, Perhaps you should avoid shaking the hand. It has been rotting for some time., 8.7, 152.0, 352, Arm, 3, Zombie hand
493, Turoth, A creature so persistent### only a broad type of weapon could ever wish to harm it., 6.1, 117.9, 353, Turoth, 6, Turoth
494, Turoth_Mightiest_Form, A turoth grown to prime strength. Stronger than others of its kind### it will fight until its last breath to feed itself., 10.5, 222.3, 354, Mighty , 7, Mighty turoth
495, Big_Turoth, Its size is far larger than other turoths making it more dangerous. But not that much dangerous., 15.7, 331.1, 355, Fanged, 6, Big Turoth
496, Sockroth, A turoth who### due to a number of inconvenient events and a fallout with Meg the Adventurer### now possesses a sock., 15.7, 331.1, 356, SockWearing, 11, Turoth with a sock
497, Lilrask, A kurask not fully grown yet. To prove its worth### it must travel to Karamja and return home with a pineapple., 6.2, 204.1, 357, Kura, 4, Baby kurask
498, Kurask, Having returned from Karamja with its prized possession### it is now marked an adult and can be a respected member of its herd., 24.5, 2408.6, 358, Kuraski, 7, Kurask
499, Kurask_King_Form, The king of its herd. They lead their herd with wisdom and experience., 30.8, 5506.6, 359, King Kurask, 11, King Kurask
500, Kurask_Overlord_Form, It leads with a stern hand### demanding fruit as tribute for its protection., 38.7, 9012.9, 360, Kurask , 7, Kurask overlord
501, Kebbit, A small monster mostly seen as prey by everyone else than other kebbits., 5.7, 63.5, 361, Kebbit, 6, Common Kebbit
502, Kebbit_Polar_Form, A monster that defends itself with camouflage in snowy areas. It does not like the cold however., 5.7, 63.5, 362, Polar , 6, Polar kebbit
503, Kebbit_Sabre_Form, One of the more dangerous kebbits### they have massive fangs that bite predators. They are not that smart however., 6.3, 81.6, 363, Sabred, 6, Sabre toothed kebbit
504, Kebbit_Spotted_Form, Their spots confuse predators by causing optical illusions while running., 5.7, 63.5, 364, Spotted, 7, Spotted kebbit
505, Kebbit_Dark_Form, They can run at great speed without making a sound. This is due to their sleek fur., 5.7, 63.5, 365, Dark Flash, 10, Dark kebbit
506, Kebbit_Dashing_Form, These monsters are swift runners. Fast regular traps are no match for them. Falcons### however### easily catch them., 5.7, 63.5, 366, Dashing, 7, Dashing kebbit
507, Kebbit_Wild_Form, These kebbits have grown small spikes in an attempt to defend themselves. But they got hunted even more by humans for trade., 5.7, 63.5, 367, Wild Kebbit, 11, Wild Kebbit
508, Kebbit_Prickly_Form, A kebbit that is usually hunted by intermediate hunters. They hate falcons with a passion., 5.7, 63.5, 368, Prickly, 7, Prickly kebbit
509, Kebbit_Razor_Form, These kebbits will lower their bodies to the ground and then throw their backs into their enemies for self defence., 6.3, 81.6, 369, Razorbacked, 11, Razor backed kebbit
510, Kebbit_Big_Form, A kebbit that has grown to an extreme size. Despite its size### it is still a weak kebbit., 8.9, 99.8, 370, Enormeous, 9, Big kebbit
511, Kebbit_DesertDevil_Form, They only live in the desert### despite there not being much food around., 5.7, 63.5, 371, Sand Devil, 10, Desert Devil
512, Kebbit_Feldip_Weasel_Form, One of the more common kebbits### hailing from the Piscatoris hunter area., 5.7, 63.5, 372, Weasel, 6, Feldip Weasel
513, Kebbit_Barbed_Form, A kebbit with a barb tail so sharp### it can even be used to fish., 5.7, 63.5, 373, Barbed, 6, Barb tailed kebbit
514, Kebbit_Diseased_Form, Being struck by disease### this kebbit waits for its life to end. Possibly dragging more of its kind with it., 5.7, 63.5, 374, Sick, 4, Diseased kebbit
515, Kebbit_Chocolate_Form, A kebbit made entirely of chocolate### usually by the powers of a chocatrice., 5.7, 63.5, 375, ChocoKebbit, 11, Chocolate kebbit
516, Monkey_Normal_Form, Denizens of Karamja### these creatures love bananas and playing tricks on humans., 4.3, 49.9, 376, Monkey, 6, Monkey_Normal_Form
517, Monkey_Ninja_Form, Monkey trained to prime speed and form. They defend the Ape Atoll from any outsiders., 5.5, 117.9, 377, Ninja , 6, Ninja monkey
518, Gorilla_Normal_Form, A stronger kind of primate that are used when the speed of a monkey is not enough### and raw strength is needed., 20.1, 1714.6, 379*, Gorilla, 7, Gorilla
519, Monkey_Zombie_Form, Monkeys arisen by necromantic arts and locked away in the caves beneath the Ape Atoll., 6.6, 158.5, 378, Zomkey, 6, Zombie monkey
520, Gorilla_Ancient_Form, One of the strongest gorillas on the Ape Atoll### they have evolved to have distinct blue faces to help them stand out as superior., 20.1, 1714.6, 379*, Ancient Ape, 11, Ancient Gorilla
521, Monkey_Harmless_Form, The mohawk is uncoloured as opposed to its Karamjan cousin### making them more boring., 0, 0, , Harmless, 8, 
522, Monkey_Ghost_Form, They are the souls of monkeys who died in the process of making a colony., 0, 0, , Colonized, 9, 
523, Gorilla_Ayuni_Form, The Devourer stripped Apmeken of her sight### creating Ayuni., 0, 0, , Eye, 3, 
524, Gorilla_Leeuni_Form, Apmeken's lips and voice given shape in a cruel avatar. Causing havoc in the Desert., 0, 0, , Lips, 4, 
525, Gorilla_Eruni_Form, Without her ears### Apmeken could no longer hear the pleas of her followers., 0, 0, , Ear, 3, 
526, Monkey_Karamja_Baby_Form, A small monkey often brought as pets by passing adventurers., 0, 0, , Monkey, 6, 
527, Monkey_Karamja_Adult_Form, As they grow older### most of these monkeys are left in Player owned menageries to be forgotten., 0, 0, , Monkey, 6, 
528, Larupia_Normal_Form, A swift hunter from the Feldip region. Their fur is adapted to camouflage in the jungles., 11.4, 630.5, 380, Spined, 6, Larupia_Normal_Form
529, Larupia_Spirit_Form, A hunter from the spirit realm. These monsters have really sharp senses### making them great partners for hunters., 11.4, 630.5, 381, Larupia , 8, Spirit larupia
530, Kyatt_Normal_Form, The apex predator of the snowy north. Their fangs are really sharp### but if they break### they cannot be regrown., 9.8, 657.7, 382, Sabre Tooth, 11, Kyatt_Normal_Form
531, Kyatt_Spirit_Form, A kyatt from the spirit realm. Capable of teleporting it and its adventurer to where it pleases### when it pleases., 9.8, 657.7, 383, Kyatt, 5, Spirit kyatt
532, Crabling, So small it can hide anywhere### it needs to make a decision how to survive in the future., 1.5, 36.3, 384, Hiding, 6, Rock Crab (Small)
533, Rock_Crab_Normal_Form, A crab made of solid rock. They stay along beaches motionlessly. If a rock moves### it might be a rock crab., 6.2, 113.4, 385, Rock Crab, 9, Rock crab
534, Rock_Crab_Giant_Normal_Form, Far larger than its smaller counterpart### it has become a lot harder to hide as a small rock., 20.6, 839.1, 386, Big Rock, 8, Giant rock crab
535, Rock_Crab_Ammonite_Form, They carry fossils on their back### unaware of their history., 0, 0, , Ancient, 7, 
536, Rock_Crab_Giant_Ammonite_Form, A crab so ancient### fossils can be seen on it. Archaeologists want to study them but are no match to their powers., 21.7, 889.0, 387, Ammonite, 8, Ammonite crab
537, Rock_Crab_Sand_Form, These crabs are mainly found in desert regions### using sand instead of rocks., 7.0, 285.8, 389, Sand Crab, 9, Sand Crab
538, Rock_Crab_Giant_Sand_Form, In the warm desert it's not uncommon to accidentally step on one., 0, 0, , Camouflaged, 11, 
539, Rock_Crab_Swamp_Form, Mainly found in swamps### they use whatever they can find as substitute shells., 7.2, 322.1, 390, Swamp Crab, 10, Swamp Crab
540, Rock_Crab_Giant_Swamp_Form, As swamps get less and less stumps### these crabs are slowly going extinct., 0, 0, , Stump, 5, 
541, Crab_Granite_Form, A bigger rockcrab from Waterbirth Island. They are far larger and deadlier but prefer to stay immobile., 7.8, 353.8, 391, Granite, 7, Granite crab
542, Lobster_Granite_Form, A lobster from the spirit realm. Smaller and swifter### these lobsters are really good at fishing underwater., 15.6, 988.8, 392, Lobster, 7, Granite lobster
543, Lobster_Rock_Form, A lobster pretending to be a rock. Except it wasn't a rock### it was a rock lobster., 13.2, 748.4, 388, Not A Rock, 10, Rock lobster
544, Rabbit, A creature that is light on its feet but are otherwise useless. Their meat is tasty and their feet bring luck to lumberjacks., 1.9, 20.4, 393, Lucky Pawed, 11, Rabbit
545, Wolperting, A rabbit from the spirit realm with antlers and magical powers. It also seemingly grants a great deal of camouflage to those in its herd., 7.7, 122.5, 394, Wolprtinger, 11, Wolpertinger
546, Bunyip, A swamp creature from the spirit realm. They prefer to swallow their fish raw., 18.0, 1079.6, 395, Bunyip, 6, Bunyip
547, TalonBeast_Talon_Form, A feared monster of Morytania. It gets its name from the talons it possesses that have killed many adventurers., 20.2, 1179.3, 396*, Talon, 5, Talon beast
548, TalonBeast_Nail_Form, Summoned using the essence of a regular talon beast### these creatures are so deadly it's said they can attack three times in a single hit., 20.2, 1179.3, 396*, Nail, 4, Nail Beast
549, Ferret, A friendly critter not to be confused with the ferret of doom. These mustelid will gladly hunt rabbits., 2.9, 18.1, 397, Ferret, 6, Ferret
550, Toy_Mouse, An automation made of clockwork to mimic a mouse. Cats love to play with these., 1.0, 3.9, 398, Toy Mouse, 9, Toy mouse
551, Toy_Doll, Toy doll made from clockwork. It pirouettes and dances whenever it can., 2.3, 6.4, 399, Doll, 4, Toy doll
552, Toy_Soldier, Made of clockwork### it seemingly follows its duty of marching to war. Even if there isn't any..., 2.8, 11.3, 400, Armed, 5, Toy soldier
553, Cat_Clockwork_Form, An automation made of clockwork to mimic man's best friend. They refuse to meow., 5.3, 31.8, 402, Clockwork, 9, Clockwork Cat
554, Magicarpet, Magically infused carpets capable of flight. They are used as transportation in the Kharidian desert., 2.9, 90.7, 403, Carpet, 6, Magic carpet
555, Anichair, A chair that has seemingly gained life. They love to play tricks on adventurers who enter their domain., 10.0, 63.5, 404, Chair, 5, Animated chair
556, Exoraxe, An axe posessed by a ghost. Their movements are primitive### but deadly., 3.8, 45.4, 405, Axe, 3, possesed axe
557, Spookaxe, A pickaxe possessed by a long passed away miner. Even in death it keeps on chopping at anything., 4.0, 49.9, 406, Pickaxe, 7, Haunted pickaxe
558, Dobbin, Toy of a being that is now extinct. A horse is apparently something like a hornless unicorn that tasted delicious., 1.9, 1.8, 407, Toy Horse, 9, Toy horse
559, Marionette, Marionette who dances to the puppetmaster. If there are no strings### it will fight back., 2.2, 3.6, 408, Marionette, 10, Marionette
560, DragonKite, Sold due to high demand of Dragon kites. Adventurers got upset it was not a kiteshield and sales plummeted., 15.0, 68.0, 409, Drake Kite, 10, Dragon kite
561, Animour, Armour reanimated by magic to become a test of strength. They are great for combat training., 17.4, 204.1, 410, Animated, 8, Animated armour
562, Dead_Tree, Just a normal tree without any leaves or life left. Something like this could never move., 21.7, 544.3, 411, Dead Tree, 9, Dead tree
563, Jadinko, Born of vines and plants### these monsters are one with nature and take many forms., 15.3, 707.6, 412, Jadinko, 7, Jadinko
564, Killerwatt, A being from another plane. They are made entirely of electrical energy and will expel it at every opportunity., 12.6, 136.1, 413, Watt, 4, Killerwatt
565, Mackers, Unrelated to the K.G.P. The turkeys are trying to launch an attack on humans. Humans don't care since it is Thanksgiving., 13.8, 127.0, 414, Thanksgivin, 11, Mackers
566, Turkey_Female_Form, Grown and ready to defend itself. It retaliates against adventurers to fight for its freedom. They are then eaten., 14.5, 131.5, 415*, Turkey, 6, Turkey
567, Turkey_Male_Form, These turkeys are larger and more aggressive than their female counterparts### constantly trying to evade capture., 14.5, 131.5, 415*, Gobbling, 8, 
568, Turkey_Protestor_Form, A turkey that has sought to end the slaughter of its kind through peaceful protest. It hasn't worked., 14.5, 131.5, 415*, Protesting, 10, 
569, Toucan_Tenacious_Male_Form, Tenacious to a T### they will relentlessly attack adventurers embarking into the jade vine., 6.1, 59.0, 416*, Toucan, 6, Tenacious Toucan
570, Toucan_Tenacious_Female_Form, Just as tenacious### but even more cunning than male toucans. They have occasionally been spotted carrying dismembered body parts., 6.1, 59.0, 416*, Toucan, 6, 
571, Toucan_Tuai_Leit_Form, Despite the look of it### its beak is actually very brittle and prone to breaking., 6.4, 61.2, 417, Tuai Leit, 9, Tuai Leit Toucan
572, Jellyfish_Blubber_Form, Its blue colorations are meant to disguise it under the sea. This makes it easier to fight prey., 9.5, 34.0, 418, Blubber, 7, Jellyfish_Blubber_Form
573, Jellyfish, They are commonly referred to as 'melee fish' since they are very physically strong., 9.9, 86.2, 419, Jellyfish, 9, Jellyfish (MeleeFish)
574, Pure, A chunk of runestone from a rock infused by the stone of Jas., 1.6, 2.3, 420, RuneEssence, 11, Rune
575, Rune, Infused with the energy of the runic altars### the rune essence gains the powers of the altars., 3.2, 13.6, 421, PureEssence, 11, Runes
576, Essence, In large supplies### runes are capable of creating spells. But not knowing what to do with them might expel said energy., 4.8, 31.8, 422, Anima Mundi, 11, A lot of runes
577, Seagull_Normal_Form, A small bird often found amongst docks. They tend to clean harbours of food scraps otherwise left unattended., 4.2, 9.1, 423, Seagull, 7, Seagull_Normal_Form
578, Pelican, Pelicans lurk fishing platforms hoping to either steal a fish### or for a fishing adventurer to give them a treat., 7.3, 52.2, 424, Pelican, 7, Pelican
579, Albatross, Flying around Cairn Island### these birds fish for food., 8.5, 56.7, 425, Albatross, 9, Pelican (albatross)
